Date,HT,AT,HS,AS
2013-11-02,Union Calera,Universidad de Chile,0,3
2013-11-02,Unión Española,Wanderers,3,1
2013-11-02,Audax Italiano,Everton,4,1
2013-11-03,Antofagasta,Huachipato,1,0
2013-11-03,Iquique,Ñublense,4,1
2013-11-03,Universidad Catolica,Cobreloa,2,1
2013-11-08,O'Higgins,Cobreloa,1,0
2013-11-09,Unión Española,Union Calera,1,0
2013-11-09,Palestino,Cobresal,2,1
2013-11-09,Wanderers,Rangers,0,3
2013-11-09,Everton,Universidad Catolica,0,2
2013-11-09,Huachipato,Universidad de Concepcion,0,0
2013-11-09,Iquique,Audax Italiano,2,1
2013-11-10,Colo Colo,Universidad de Chile,3,2
2013-11-10,Ñublense,Antofagasta,2,1
2013-11-22,Universidad de Concepcion,Unión Española,0,1
2013-11-22,Rangers,Iquique,0,0
2013-11-23,Palestino,Ñublense,3,6
2013-11-23,Antofagasta,Universidad Catolica,2,0
2013-11-23,Union Calera,O'Higgins,1,2
2013-11-24,Wanderers,Colo Colo,0,0
2013-11-24,Cobresal,Audax Italiano,3,1
2013-11-24,Cobreloa,Everton,1,2
2013-11-24,Universidad de Chile,Huachipato,1,0
2013-11-29,Huachipato,Union Calera,0,1
2013-11-29,Antofagasta,Cobreloa,0,0
2013-11-29,Audax Italiano,Rangers,2,0
2013-11-30,O'Higgins,Unión Española,1,0
2013-11-30,Cobresal,Wanderers,1,1
2013-11-30,Universidad de Chile,Universidad de Concepcion,1,1
2013-11-30,Iquique,Palestino,0,1
2013-12-01,Universidad Catolica,Colo Colo,1,0
2013-12-01,Ñublense,Everton,1,0
2013-12-06,Everton,Huachipato,2,3
2013-12-07,Rangers,O'Higgins,3,4
2013-12-07,Union Calera,Universidad Catolica,0,2
2013-12-08,Wanderers,Antofagasta,1,1
2013-12-08,Colo Colo,Ñublense,2,0
2013-12-08,Cobreloa,Universidad de Chile,2,2
2013-12-08,Palestino,Audax Italiano,1,2
2013-12-08,Unión Española,Cobresal,4,1
2013-12-08,Universidad de Concepcion,Iquique,1,1
2014-01-03,O'Higgins,Iquique,1,0
2014-01-03,Wanderers,Huachipato,4,2
2014-01-04,Palestino,Everton,4,0
2014-01-04,Universidad de Concepcion,Cobreloa,1,0
2014-01-04,Rangers,Universidad de Chile,0,1
2014-01-04,Unión Española,Antofagasta,1,1
2014-01-05,Cobresal,Union Calera,1,5
2014-01-05,Ñublense,Universidad Catolica,1,2
2014-01-05,Colo Colo,Audax Italiano,2,1
2014-01-09,Audax Italiano,Wanderers,2,0
2014-01-10,Huachipato,Rangers,3,2
2014-01-10,Universidad de Chile,Palestino,0,1
2014-01-10,Iquique,Cobresal,2,0
2014-01-11,Union Calera,Universidad de Concepcion,0,2
2014-01-11,Universidad Catolica,Unión Española,1,0
2014-01-11,Antofagasta,O'Higgins,0,0
2014-01-12,Cobreloa,Ñublense,3,1
2014-01-12,Everton,Colo Colo,0,2
2014-01-13,Wanderers,Palestino,2,2
2014-01-14,Cobresal,Universidad de Chile,2,1
2014-01-14,Universidad de Concepcion,Universidad Catolica,2,1
2014-01-14,O'Higgins,Audax Italiano,1,1
2014-01-15,Rangers,Everton,3,0
2014-01-15,Cobreloa,Huachipato,1,1
2014-01-15,Unión Española,Iquique,1,1
2014-01-15,Ñublense,Union Calera,2,0
2014-01-15,Colo Colo,Antofagasta,1,1
2014-01-24,Palestino,Universidad de Concepcion,1,0
2014-01-25,Huachipato,Unión Española,1,2
2014-01-25,Antofagasta,Cobresal,1,0
2014-01-25,Union Calera,Rangers,3,1
2014-01-25,Audax Italiano,Universidad Catolica,1,1
2014-01-25,Iquique,Colo Colo,2,5
2014-01-26,Everton,O'Higgins,0,2
2014-01-26,Universidad de Chile,Ñublense,5,0
2014-01-27,Wanderers,Cobreloa,2,2
2014-01-31,Universidad de Concepcion,Everton,2,3
2014-01-31,Universidad Catolica,Palestino,5,3
2014-02-01,O'Higgins,Wanderers,2,0
2014-02-01,Union Calera,Iquique,0,2
2014-02-01,Unión Española,Ñublense,3,2
2014-02-02,Cobresal,Rangers,2,2
2014-02-02,Cobreloa,Audax Italiano,2,0
2014-02-02,Antofagasta,Universidad de Chile,1,3
2014-02-02,Colo Colo,Huachipato,5,3
2014-02-07,Rangers,Cobreloa,2,1
2014-02-07,Audax Italiano,Union Calera,0,1
2014-02-08,Cobresal,Universidad Catolica,0,1
2014-02-08,Palestino,O'Higgins,1,1
2014-02-08,Everton,Antofagasta,1,1
2014-02-09,Wanderers,Universidad de Chile,2,1
2014-02-09,Huachipato,Iquique,0,1
2014-02-09,Ñublense,Universidad de Concepcion,3,1
2014-02-09,Unión Española,Colo Colo,1,4
2014-02-14,Cobreloa,Unión Española,1,1
2014-02-14,Colo Colo,Rangers,3,1
2014-02-15,Union Calera,Palestino,2,3
2014-02-15,Universidad de Concepcion,Cobresal,1,1
2014-02-15,Universidad Catolica,Huachipato,7,1
2014-02-15,Iquique,Wanderers,3,1
2014-02-15,Antofagasta,Audax Italiano,0,1
2014-02-16,Ñublense,O'Higgins,0,2
2014-02-16,Universidad de Chile,Everton,2,1
2014-02-21,Audax Italiano,Universidad de Chile,3,3
2014-02-21,Huachipato,Ñublense,1,0
2014-02-22,Rangers,Universidad de Concepcion,0,0
2014-02-22,O'Higgins,Universidad Catolica,2,0
2014-02-22,Unión Española,Everton,1,3
2014-02-22,Iquique,Antofagasta,3,2
2014-02-23,Cobresal,Cobreloa,3,0
2014-02-23,Wanderers,Union Calera,1,0
2014-02-23,Palestino,Colo Colo,1,2
2014-02-27,Universidad Catolica,Iquique,1,0
2014-02-28,Colo Colo,Cobresal,3,2
2014-03-01,Universidad de Chile,Unión Española,3,3
2014-03-01,Antofagasta,Union Calera,2,3
2014-03-01,Huachipato,O'Higgins,1,0
2014-03-01,Audax Italiano,Universidad de Concepcion,2,2
2014-03-02,Cobreloa,Palestino,0,1
2014-03-02,Everton,Wanderers,2,1
2014-03-02,Ñublense,Rangers,1,0
2014-03-06,Palestino,Huachipato,2,1
2014-03-06,Wanderers,Ñublense,1,1
2014-03-06,Unión Española,Audax Italiano,3,2
2014-03-08,Universidad de Concepcion,Antofagasta,1,1
2014-03-08,O'Higgins,Universidad de Chile,1,0
2014-03-08,Iquique,Cobreloa,5,2
2014-03-09,Union Calera,Colo Colo,1,5
2014-03-09,Cobresal,Everton,2,0
2014-03-09,Rangers,Universidad Catolica,0,2
2014-03-14,Huachipato,Cobresal,1,0
2014-03-15,Cobreloa,Colo Colo,0,0
2014-03-15,Universidad de Chile,Iquique,3,1
2014-03-15,Ñublense,Audax Italiano,2,1
2014-03-16,Rangers,Antofagasta,1,3
2014-03-16,O'Higgins,Universidad de Concepcion,0,0
2014-03-17,Wanderers,Universidad Catolica,0,2
2014-03-18,Everton,Union Calera,1,0
2014-03-26,Palestino,Unión Española,1,2
2014-03-21,Audax Italiano,Huachipato,0,0
2014-03-22,Universidad de Concepcion,Wanderers,2,1
2014-03-22,Antofagasta,Palestino,2,1
2014-03-23,Universidad Catolica,Universidad de Chile,0,3
2014-03-23,Unión Española,Rangers,4,0
2014-03-23,Cobresal,Ñublense,2,1
2014-03-23,Union Calera,Cobreloa,0,1
2014-03-23,Colo Colo,O'Higgins,3,0
2014-03-23,Iquique,Everton,2,0
2014-03-29,Universidad de Chile,Union Calera,0,1
2014-03-29,Palestino,Rangers,0,0
2014-03-29,Cobreloa,Universidad Catolica,2,1
2014-03-29,Wanderers,Unión Española,4,0
2014-03-30,O'Higgins,Cobresal,3,2
2014-03-30,Huachipato,Antofagasta,4,1
2014-03-30,Ñublense,Iquique,3,0
2014-03-30,Colo Colo,Universidad de Concepcion,1,2
2014-03-30,Everton,Audax Italiano,1,1
2014-04-04,Antofagasta,Ñublense,1,0
2014-04-05,Cobreloa,O'Higgins,2,1
2014-04-05,Rangers,Wanderers,1,0
2014-04-05,Universidad de Concepcion,Huachipato,1,1
2014-04-05,Universidad Catolica,Everton,3,1
2014-04-06,Universidad de Chile,Colo Colo,0,1
2014-04-06,Union Calera,Unión Española,4,0
2014-04-06,Audax Italiano,Iquique,3,0
2014-04-06,Cobresal,Palestino,1,1
2014-04-11,Iquique,Rangers,0,1
2014-04-11,Audax Italiano,Cobresal,1,3
2014-04-12,Unión Española,Universidad de Concepcion,2,1
2014-04-12,Everton,Cobreloa,2,0
2014-04-12,Universidad Catolica,Antofagasta,2,0
2014-04-12,O'Higgins,Union Calera,0,0
2014-04-13,Colo Colo,Wanderers,1,0
2014-04-13,Huachipato,Universidad de Chile,5,2
2014-04-13,Ñublense,Palestino,0,2
2014-04-19,Rangers,Audax Italiano,0,2
2014-04-19,Palestino,Iquique,0,1
2014-04-19,Universidad de Concepcion,Universidad de Chile,1,0
2014-04-19,Unión Española,O'Higgins,1,3
2014-04-19,Union Calera,Huachipato,0,6
2014-04-20,Colo Colo,Universidad Catolica,2,0
2014-04-20,Cobreloa,Antofagasta,0,1
2014-04-20,Everton,Ñublense,1,1
2014-04-21,Wanderers,Cobresal,2,0
2014-04-25,O'Higgins,Rangers,1,1
2014-04-26,Universidad Catolica,Union Calera,1,1
2014-04-26,Huachipato,Everton,0,0
2014-04-26,Audax Italiano,Palestino,1,1
2014-04-26,Iquique,Universidad de Concepcion,0,1
2014-04-26,Antofagasta,Wanderers,1,1
2014-04-27,Cobresal,Unión Española,2,0
2014-04-27,Ñublense,Colo Colo,3,5
2014-04-27,Universidad de Chile,Cobreloa,0,4
2014-07-19,San Marcos,Colo Colo,1,1
2014-07-19,Universidad Catolica,Antofagasta,1,0
2014-07-19,Wanderers,Barnechea,3,0
2014-07-19,Audax Italiano,Unión Española,0,1
2014-07-20,Palestino,Cobreloa,1,2
2014-07-20,Union Calera,O'Higgins,1,2
2014-07-20,Huachipato,Ñublense,3,0
2014-07-20,Iquique,Universidad de Concepcion,1,1
2014-07-20,Universidad de Chile,Cobresal,3,1
2014-07-25,Antofagasta,Audax Italiano,0,0
2014-07-26,Universidad de Concepcion,Huachipato,0,1
2014-07-26,O'Higgins,Universidad de Chile,1,3
2014-07-26,Barnechea,Union Calera,0,3
2014-07-26,Unión Española,Universidad Catolica,1,0
2014-07-27,Ñublense,San Marcos,2,1
2014-07-27,Cobreloa,Wanderers,1,2
2014-07-27,Cobresal,Palestino,0,1
2014-07-27,Colo Colo,Iquique,2,0
2014-08-01,Union Calera,Antofagasta,3,1
2014-08-02,Palestino,Ñublense,2,2
2014-08-02,Universidad de Chile,Wanderers,3,2
2014-08-02,Universidad Catolica,Cobreloa,5,1
2014-08-02,O'Higgins,Universidad de Concepcion,2,2
2014-08-02,San Marcos,Unión Española,2,1
2014-08-03,Iquique,Cobresal,2,2
2014-08-03,Huachipato,Colo Colo,1,3
2014-08-03,Audax Italiano,Barnechea,3,1
2014-08-08,Unión Española,Union Calera,2,0
2014-08-09,Palestino,Audax Italiano,1,0
2014-08-09,Ñublense,Universidad Catolica,2,1
2014-08-09,Antofagasta,Universidad de Chile,0,3
2014-08-09,Wanderers,Iquique,2,0
2014-08-10,Colo Colo,O'Higgins,2,3
2014-08-10,Cobresal,Huachipato,2,2
2014-08-10,Cobreloa,Universidad de Concepcion,0,2
2014-08-10,Barnechea,San Marcos,1,0
2014-08-15,Iquique,Universidad de Chile,2,2
2014-08-15,Huachipato,Palestino,2,0
2014-08-15,Audax Italiano,Cobresal,2,2
2014-08-16,Universidad de Concepcion,Barnechea,3,2
2014-08-16,Union Calera,Ñublense,3,2
2014-08-16,O'Higgins,Cobreloa,4,1
2014-08-16,San Marcos,Antofagasta,1,0
2014-08-17,Colo Colo,Unión Española,2,0
2014-08-17,Universidad Catolica,Wanderers,0,1
2014-08-22,Wanderers,Audax Italiano,2,2
2014-08-23,Universidad de Chile,Huachipato,2,1
2014-08-23,Ñublense,O'Higgins,1,1
2014-08-23,Unión Española,Universidad de Concepcion,0,0
2014-08-23,Antofagasta,Iquique,1,0
2014-08-24,Barnechea,Colo Colo,0,3
2014-08-24,Cobreloa,Union Calera,1,1
2014-08-24,Cobresal,San Marcos,0,0
2014-08-24,Palestino,Universidad Catolica,2,1
2014-08-28,Unión Española,Universidad de Chile,0,1
2014-08-29,San Marcos,Palestino,1,0
2014-08-30,Colo Colo,Antofagasta,4,0
2014-08-30,Huachipato,Wanderers,4,0
2014-08-31,Universidad Catolica,O'Higgins,2,2
2014-08-31,Universidad de Concepcion,Union Calera,1,1
2014-08-31,Cobresal,Cobreloa,2,1
2014-08-31,Iquique,Barnechea,1,0
2014-08-31,Audax Italiano,Ñublense,0,1
2014-09-12,Union Calera,Iquique,1,1
2014-09-13,Wanderers,Cobresal,4,1
2014-09-13,Universidad Catolica,San Marcos,2,0
2014-09-13,O'Higgins,Unión Española,1,3
2014-09-14,Palestino,Colo Colo,1,3
2014-09-14,Ñublense,Barnechea,0,1
2014-09-14,Cobreloa,Audax Italiano,0,1
2014-09-14,Antofagasta,Huachipato,2,2
2014-09-14,Universidad de Chile,Universidad de Concepcion,1,0
2014-09-27,Universidad de Concepcion,Wanderers,1,3
2014-09-27,Audax Italiano,Universidad de Chile,2,3
2014-09-27,Barnechea,O'Higgins,1,2
2014-09-27,Unión Española,Antofagasta,1,0
2014-09-27,San Marcos,Cobreloa,0,1
2014-09-28,Cobresal,Universidad Catolica,0,1
2014-09-28,Iquique,Palestino,2,4
2014-09-28,Colo Colo,Ñublense,0,0
2014-10-11,Huachipato,Union Calera,0,4
2014-10-03,Audax Italiano,Iquique,2,1
2014-10-04,Union Calera,Cobresal,2,1
2014-10-04,O'Higgins,Palestino,0,1
2014-10-04,Universidad Catolica,Huachipato,0,3
2014-10-05,Antofagasta,Ñublense,2,0
2014-10-05,Cobreloa,Barnechea,1,2
2014-10-05,Universidad de Concepcion,Colo Colo,0,1
2014-10-05,Universidad de Chile,San Marcos,2,0
2014-10-12,Wanderers,Unión Española,1,0
2014-10-18,Palestino,Wanderers,0,1
2014-10-18,Ñublense,Universidad de Concepcion,2,1
2014-10-18,Barnechea,Universidad Catolica,1,0
2014-10-18,Iquique,O'Higgins,0,0
2014-10-18,San Marcos,Union Calera,2,1
2014-10-19,Colo Colo,Universidad de Chile,2,0
2014-10-19,Cobresal,Antofagasta,1,1
2014-10-19,Unión Española,Cobreloa,2,1
2014-10-20,Huachipato,Audax Italiano,1,2
2014-10-24,Ñublense,Unión Española,3,1
2014-10-25,Universidad de Concepcion,Cobresal,3,2
2014-10-25,Wanderers,San Marcos,2,1
2014-10-25,Universidad Catolica,Audax Italiano,2,1
2014-10-25,O'Higgins,Huachipato,3,0
2014-10-26,Union Calera,Colo Colo,0,2
2014-10-26,Cobreloa,Iquique,3,3
2014-10-26,Antofagasta,Barnechea,1,1
2014-10-26,Universidad de Chile,Palestino,2,1
2014-10-31,Wanderers,O'Higgins,1,0
2014-11-01,Universidad de Chile,Universidad Catolica,3,0
2014-11-01,Palestino,Antofagasta,3,1
2014-11-01,Huachipato,Cobreloa,2,0
2014-11-01,Barnechea,Unión Española,1,0
2014-11-01,San Marcos,Universidad de Concepcion,0,0
2014-11-02,Iquique,Ñublense,1,1
2014-11-02,Cobresal,Colo Colo,0,1
2014-11-02,Audax Italiano,Union Calera,2,2
2014-11-07,O'Higgins,San Marcos,3,1
2014-11-08,Unión Española,Iquique,2,5
2014-11-08,Cobreloa,Universidad de Chile,0,4
2014-11-08,Union Calera,Universidad Catolica,1,0
2014-11-08,Barnechea,Huachipato,3,0
2014-11-09,Ñublense,Cobresal,2,3
2014-11-09,Universidad de Concepcion,Palestino,0,1
2014-11-09,Antofagasta,Wanderers,0,2
2014-11-09,Colo Colo,Audax Italiano,2,1
2014-11-21,Antofagasta,Cobreloa,2,1
2014-11-21,Huachipato,Unión Española,1,3
2014-11-22,Universidad de Chile,Barnechea,1,1
2014-11-22,Wanderers,Ñublense,2,1
2014-11-22,San Marcos,Iquique,1,0
2014-11-23,Palestino,Union Calera,3,2
2014-11-23,Universidad Catolica,Colo Colo,1,2
2014-11-23,Cobresal,O'Higgins,3,1
2014-11-23,Audax Italiano,Universidad de Concepcion,4,1
2014-11-28,O'Higgins,Audax Italiano,1,1
2014-11-29,Iquique,Universidad Catolica,3,2
2014-11-29,San Marcos,Huachipato,1,2
2014-11-30,Universidad de Concepcion,Antofagasta,1,0
2014-11-30,Colo Colo,Cobreloa,4,1
2014-11-30,Ñublense,Universidad de Chile,0,3
2014-11-30,Union Calera,Wanderers,0,1
2014-11-30,Barnechea,Cobresal,1,3
2014-12-01,Unión Española,Palestino,2,5
2014-12-05,Cobreloa,Ñublense,4,2
2014-12-05,Universidad Catolica,Universidad de Concepcion,2,2
2014-12-06,Universidad de Chile,Union Calera,1,0
2014-12-06,Wanderers,Colo Colo,2,0
2014-12-06,Huachipato,Iquique,5,0
2014-12-07,Antofagasta,O'Higgins,2,1
2014-12-07,Cobresal,Unión Española,1,3
2014-12-07,Palestino,Barnechea,2,0
2014-12-07,Audax Italiano,San Marcos,3,0
2015-01-02,O'Higgins,Union Calera,2,1
2015-01-03,Cobresal,Universidad de Chile,1,1
2015-01-03,Ñublense,Huachipato,3,1
2015-01-04,Antofagasta,Universidad Catolica,2,3
2015-01-04,Universidad de Concepcion,Iquique,3,1
2015-01-04,Colo Colo,San Marcos,0,1
2015-01-05,Unión Española,Audax Italiano,0,2
2015-01-07,Cobreloa,Palestino,3,0
2015-01-07,Barnechea,Wanderers,0,2
2015-01-09,Huachipato,Universidad de Concepcion,1,2
2015-01-09,Audax Italiano,Antofagasta,1,1
2015-01-10,Universidad de Chile,O'Higgins,3,0
2015-01-10,Union Calera,Barnechea,3,0
2015-01-10,San Marcos,Ñublense,0,0
2015-01-11,Iquique,Colo Colo,3,2
2015-01-11,Palestino,Cobresal,0,1
2015-01-11,Universidad Catolica,Unión Española,0,0
2015-01-11,Wanderers,Cobreloa,0,1
2015-01-16,Cobreloa,Universidad Catolica,1,3
2015-01-17,Universidad de Concepcion,O'Higgins,2,1
2015-01-17,Wanderers,Universidad de Chile,3,2
2015-01-17,Unión Española,San Marcos,1,2
2015-01-18,Ñublense,Palestino,0,3
2015-01-18,Cobresal,Iquique,4,2
2015-01-18,Antofagasta,Union Calera,3,4
2015-01-18,Colo Colo,Huachipato,2,2
2015-01-19,Barnechea,Audax Italiano,0,0
2015-01-30,Huachipato,Cobresal,2,1
2015-01-30,Iquique,Wanderers,2,1
2015-01-31,Union Calera,Unión Española,2,0
2015-01-31,Universidad de Concepcion,Cobreloa,3,2
2015-01-31,Universidad de Chile,Antofagasta,1,3
2015-01-31,Audax Italiano,Palestino,1,2
2015-01-31,San Marcos,Barnechea,0,0
2015-02-01,O'Higgins,Colo Colo,0,2
2015-02-01,Universidad Catolica,Ñublense,2,1
2015-02-03,Universidad de Chile,Iquique,2,3
2015-02-03,Barnechea,Universidad de Concepcion,1,2
2015-02-04,Cobresal,Audax Italiano,3,1
2015-02-04,Antofagasta,San Marcos,0,2
2015-02-04,Unión Española,Colo Colo,1,3
2015-02-04,Wanderers,Universidad Catolica,2,0
2015-02-05,Cobreloa,O'Higgins,0,0
2015-02-05,Ñublense,Union Calera,1,2
2015-03-25,Palestino,Huachipato,1,1
2015-02-07,Huachipato,Universidad de Chile,2,2
2015-02-07,Colo Colo,Barnechea,4,1
2015-02-07,Audax Italiano,Wanderers,2,1
2015-02-07,San Marcos,Cobresal,1,1
2015-02-08,Universidad de Concepcion,Unión Española,1,2
2015-02-08,Iquique,Antofagasta,1,2
2015-02-08,Union Calera,Cobreloa,0,0
2015-02-08,Universidad Catolica,Palestino,3,2
2015-02-09,O'Higgins,Ñublense,1,0
2015-02-13,Barnechea,Iquique,1,0
2015-02-13,Universidad de Chile,Unión Española,1,2
2015-02-14,Antofagasta,Colo Colo,1,2
2015-02-14,Union Calera,Universidad de Concepcion,2,0
2015-02-15,Cobreloa,Cobresal,1,3
2015-02-15,Ñublense,Audax Italiano,1,0
2015-02-15,O'Higgins,Universidad Catolica,1,1
2015-02-15,Palestino,San Marcos,0,4
2015-02-15,Wanderers,Huachipato,0,1
2015-02-20,Barnechea,Ñublense,1,3
2015-02-21,San Marcos,Universidad Catolica,3,3
2015-02-21,Huachipato,Antofagasta,2,0
2015-02-21,Unión Española,O'Higgins,1,2
2015-02-22,Universidad de Concepcion,Universidad de Chile,1,2
2015-02-22,Cobresal,Wanderers,1,0
2015-02-22,Colo Colo,Palestino,1,1
2015-02-22,Iquique,Union Calera,2,1
2015-02-22,Audax Italiano,Cobreloa,1,0
2015-02-27,Wanderers,Universidad de Concepcion,0,0
2015-02-27,O'Higgins,Barnechea,3,1
2015-02-28,Universidad Catolica,Cobresal,2,4
2015-03-01,Palestino,Iquique,2,2
2015-03-01,Cobreloa,San Marcos,1,0
2015-03-01,Ñublense,Colo Colo,0,1
2015-03-01,Antofagasta,Unión Española,1,2
2015-03-01,Union Calera,Huachipato,0,1
2015-03-02,Universidad de Chile,Audax Italiano,2,3
2015-03-06,Unión Española,Wanderers,2,2
2015-03-06,Barnechea,Cobreloa,0,1
2015-03-07,Palestino,O'Higgins,3,3
2015-03-07,Huachipato,Universidad Catolica,3,5
2015-03-07,Iquique,Audax Italiano,3,2
2015-03-08,San Marcos,Universidad de Chile,0,1
2015-03-08,Cobresal,Union Calera,1,1
2015-03-08,Colo Colo,Universidad de Concepcion,3,0
2015-03-08,Ñublense,Antofagasta,0,1
2015-03-13,Universidad de Concepcion,Ñublense,2,2
2015-03-13,O'Higgins,Iquique,1,0
2015-03-14,Universidad de Chile,Colo Colo,1,2
2015-03-15,Cobreloa,Unión Española,1,1
2015-03-15,Antofagasta,Cobresal,2,0
2015-03-15,Universidad Catolica,Barnechea,5,0
2015-03-15,Audax Italiano,Huachipato,2,2
2015-03-28,Union Calera,San Marcos,1,4
2015-04-01,Wanderers,Palestino,0,3
2015-03-20,Audax Italiano,Universidad Catolica,1,1
2015-03-21,Barnechea,Antofagasta,1,3
2015-03-21,Unión Española,Ñublense,1,1
2015-03-21,Huachipato,O'Higgins,3,2
2015-03-21,Colo Colo,Union Calera,1,4
2015-03-21,Iquique,Cobreloa,0,0
2015-03-21,San Marcos,Wanderers,1,3
2015-03-22,Palestino,Universidad de Chile,1,3
2015-03-22,Cobresal,Universidad de Concepcion,2,1
2015-04-03,Colo Colo,Cobresal,1,2
2015-04-03,Ñublense,Iquique,2,0
2015-04-04,Antofagasta,Palestino,1,2
2015-04-04,O'Higgins,Wanderers,1,1
2015-04-04,Union Calera,Audax Italiano,2,2
2015-04-04,Unión Española,Barnechea,2,1
2015-04-05,Universidad Catolica,Universidad de Chile,2,4
2015-04-05,Universidad de Concepcion,San Marcos,3,2
2015-04-05,Cobreloa,Huachipato,6,0
2015-04-10,Universidad Catolica,Union Calera,4,2
2015-04-11,Palestino,Universidad de Concepcion,3,2
2015-04-11,Wanderers,Antofagasta,0,2
2015-04-11,Universidad de Chile,Cobreloa,4,0
2015-04-11,Cobresal,Ñublense,1,0
2015-04-11,San Marcos,O'Higgins,0,0
2015-04-12,Iquique,Unión Española,0,1
2015-04-12,Audax Italiano,Colo Colo,0,1
2015-04-12,Huachipato,Barnechea,4,1
2015-04-17,O'Higgins,Cobresal,2,0
2015-04-18,Colo Colo,Universidad Catolica,0,3
2015-04-18,Cobreloa,Antofagasta,3,1
2015-04-18,Unión Española,Huachipato,0,1
2015-04-18,Ñublense,Wanderers,1,1
2015-04-19,Universidad de Concepcion,Audax Italiano,2,2
2015-04-19,Iquique,San Marcos,4,1
2015-04-19,Barnechea,Universidad de Chile,1,4
2015-04-19,Union Calera,Palestino,4,0
2015-04-25,Palestino,Unión Española,2,3
2015-04-25,Wanderers,Union Calera,4,2
2015-04-25,Antofagasta,Universidad de Concepcion,0,1
2015-04-25,Huachipato,San Marcos,1,0
2015-04-26,Audax Italiano,O'Higgins,3,0
2015-04-26,Cobreloa,Colo Colo,0,4
2015-04-26,Universidad de Chile,Ñublense,2,1
2015-04-26,Cobresal,Barnechea,3,2
2015-04-26,Universidad Catolica,Iquique,3,3
2015-04-30,Barnechea,Palestino,2,1
2015-05-02,Universidad de Concepcion,Universidad Catolica,2,0
2015-05-02,Colo Colo,Wanderers,3,1
2015-05-02,Iquique,Huachipato,1,2
2015-05-02,Unión Española,Cobresal,1,1
2015-05-03,Union Calera,Universidad de Chile,2,1
2015-05-03,O'Higgins,Antofagasta,2,2
2015-05-03,San Marcos,Audax Italiano,3,0
2015-05-03,Ñublense,Cobreloa,3,2
2015-07-25,Unión Española,Colo Colo,1,2
2015-07-25,Wanderers,San Marcos,1,1
2015-07-25,Union Calera,O'Higgins,1,0
2015-07-26,Universidad de Concepcion,Huachipato,2,0
2015-07-26,Iquique,Universidad Catolica,0,2
2015-07-26,Universidad de Chile,Antofagasta,1,1
2015-07-27,Audax Italiano,Palestino,1,1
2015-09-06,Cobresal,San Luis,2,1
2015-08-07,Huachipato,Iquique,2,1
2015-08-08,San Marcos,Cobresal,1,2
2015-08-09,San Luis,Wanderers,0,1
2015-08-09,Colo Colo,Audax Italiano,4,1
2015-08-09,Palestino,Unión Española,2,1
2015-08-19,O'Higgins,Universidad de Chile,2,2
2015-09-06,Antofagasta,Universidad de Concepcion,1,4
2015-09-06,Universidad Catolica,Union Calera,3,1
2015-08-14,Iquique,O'Higgins,2,5
2015-08-15,Unión Española,Huachipato,2,2
2015-08-15,Wanderers,Universidad Catolica,2,2
2015-08-15,Union Calera,San Marcos,1,4
2015-08-15,Audax Italiano,Antofagasta,0,0
2015-08-16,Cobresal,Colo Colo,2,3
2015-08-16,Universidad de Chile,San Luis,4,2
2015-08-17,Universidad de Concepcion,Palestino,1,0
2015-08-22,Palestino,Cobresal,3,1
2015-08-22,Huachipato,Union Calera,1,1
2015-08-22,O'Higgins,Wanderers,1,0
2015-08-22,San Luis,Audax Italiano,0,1
2015-08-23,San Marcos,Universidad de Chile,0,1
2015-08-23,Colo Colo,Iquique,1,0
2015-08-23,Universidad Catolica,Universidad de Concepcion,2,1
2015-08-24,Antofagasta,Unión Española,0,2
2015-08-28,Wanderers,Huachipato,3,1
2015-08-29,Universidad de Concepcion,Cobresal,3,1
2015-08-29,Union Calera,Audax Italiano,1,2
2015-08-29,Iquique,San Luis,2,1
2015-08-30,Antofagasta,Colo Colo,0,1
2015-08-30,Universidad de Chile,Palestino,4,4
2015-08-30,Unión Española,Universidad Catolica,2,0
2015-08-31,O'Higgins,San Marcos,3,1
2015-09-12,Cobresal,Iquique,1,2
2015-09-12,Huachipato,Antofagasta,1,0
2015-09-13,Universidad Catolica,O'Higgins,5,0
2015-09-13,San Luis,Unión Española,0,4
2015-09-14,Palestino,Wanderers,2,0
2015-09-14,Colo Colo,Union Calera,3,1
2015-09-14,San Marcos,Universidad de Concepcion,4,1
2015-09-15,Audax Italiano,Universidad de Chile,3,1
2015-09-23,Universidad de Chile,Cobresal,2,1
2015-09-25,Iquique,Palestino,0,2
2015-09-26,Unión Española,Universidad de Concepcion,2,4
2015-09-26,Huachipato,Universidad Catolica,0,1
2015-09-26,Wanderers,Union Calera,3,0
2015-09-26,Antofagasta,San Marcos,0,1
2015-09-27,San Luis,Colo Colo,0,1
2015-09-28,O'Higgins,Audax Italiano,3,2
2015-10-02,San Marcos,Huachipato,2,0
2015-10-03,Palestino,O'Higgins,1,0
2015-10-03,Universidad de Concepcion,San Luis,1,0
2015-10-03,Universidad de Chile,Unión Española,1,1
2015-10-04,Universidad Catolica,Colo Colo,2,1
2015-10-04,Cobresal,Wanderers,2,0
2015-10-04,Union Calera,Antofagasta,2,0
2015-10-04,Audax Italiano,Iquique,2,1
2015-10-15,Cobresal,Audax Italiano,1,2
2015-10-15,O'Higgins,Huachipato,1,0
2015-10-16,San Luis,Palestino,6,2
2015-10-17,Antofagasta,Universidad Catolica,2,1
